,Symbol,Name,Size_Index,BM_Ratio_Index,Momentum_Index,ESG_Index,Monthly Return,Benchmark_Return,Abnormal_Return,Month
34,AEE,Ameren Corporation,5,5.0,4.0,Average,-4.7,-3.536363636363637,-1.1636363636363631,2020-06
35,AEGN,Aegion Corporation,1,2.0,4.0,Average,5.0,4.963636363636364,0.036363636363636154,2020-06
36,AEIS,"Advanced Energy Industries, Inc.",3,3.0,5.0,Average,2.1,-2.4083333333333328,4.508333333333333,2020-06
37,AEL,American Equity Investment Life Holding Company,2,5.0,3.0,Average,15.9,0.4636363636363638,15.436363636363637,2020-06
38,AEO,"American Eagle Outfitters, Inc.",2,4.0,1.0,Average,10.2,7.583333333333332,2.616666666666667,2020-06
39,AEP,"American Electric Power Company, Inc.",5,5.0,4.0,Average,-7.5,-3.536363636363637,-3.963636363636363,2020-06
40,AES,AES Corporation,4,3.0,1.0,Leader,15.5,-2.358333333333333,17.858333333333334,2020-06
41,AFG,"American Financial Group, Inc.",4,5.0,2.0,Average,5.2,0.1,5.1000000000000005,2020-06
42,AFL,Aflac Incorporated,5,5.0,1.0,Average,-2.5,-0.3416666666666668,-2.158333333333333,2020-06
43,AGCO,AGCO Corporation,3,3.0,2.0,Average,-2.0,-2.009090909090909,0.009090909090908816,2020-06
44,AGYS,"Agilysys, Inc.",1,2.0,3.0,Laggard,-10.9,2.0,-12.9,2020-06
45,AHH,"Armada Hoffler Properties, Inc.",1,2.0,1.0,Average,14.5,2.533333333333333,11.966666666666667,2020-06
46,AIG,"American International Group, Inc.",5,5.0,1.0,Average,3.1,-0.3416666666666668,3.441666666666667,2020-06
47,AIN,Albany International Corp. Class A,2,3.0,2.0,Average,-4.5,4.472727272727273,-8.972727272727273,2020-06
48,AIR,AAR CORP.,1,3.0,2.0,Average,2.9,-1.2000000000000002,4.1,2020-06
49,AIT,"Applied Industrial Technologies, Inc.",2,1.0,5.0,Average,6.4,0.9666666666666668,5.433333333333334,2020-06
50,AIV,Apartment Investment & Management Co Class A,4,4.0,1.0,Laggard,-0.8,-0.1166666666666667,-0.6833333333333333,2020-06
51,AIZ,"Assurant, Inc.",4,4.0,3.0,Average,0.2,1.3272727272727274,-1.1272727272727274,2020-06
52,AJG,Arthur J. Gallagher & Co.,5,1.0,3.0,Average,3.7,-1.4916666666666665,5.191666666666666,2020-06
53,AJRD,"Aerojet Rocketdyne Holdings, Inc.",3,2.0,3.0,Average,-9.2,-1.5090909090909088,-7.6909090909090905,2020-06
54,AKAM,"Akamai Technologies, Inc.",4,3.0,4.0,Average,1.3,3.6727272727272733,-2.372727272727273,2020-06
55,AKR,Acadia Realty Trust,1,4.0,1.0,Laggard,2.6,4.05,-1.4499999999999997,2020-06
56,ALB,Albemarle Corporation,4,4.0,4.0,Average,0.2,-0.5727272727272724,0.7727272727272725,2020-06
57,ALE,"ALLETE, Inc.",3,5.0,3.0,Average,-7.8,0.4727272727272725,-8.272727272727272,2020-06
58,ALEX,"Alexander & Baldwin, Inc.",1,4.0,2.0,Average,5.7,3.7090909090909094,1.9909090909090907,2020-06
59,ALG,Alamo Group Inc.,2,2.0,4.0,Average,2.2,0.4636363636363639,1.7363636363636363,2020-06
60,ALGN,"Align Technology, Inc.",5,3.0,1.0,Average,9.5,3.5499999999999994,5.950000000000001,2020-06
61,ALGT,Allegiant Travel Company,2,3.0,1.0,Average,0.2,8.700000000000001,-8.500000000000002,2020-06
62,ALK,"Alaska Air Group, Inc.",3,4.0,1.0,Average,0.4,2.8499999999999996,-2.4499999999999997,2020-06
63,ALL,Allstate Corporation,5,5.0,4.0,Average,-2.1,-3.536363636363637,1.436363636363637,2020-06
64,ALLE,Allegion PLC,4,2.0,2.0,Leader,1.9,-3.4909090909090907,5.390909090909091,2020-06
65,ALRM,"Alarm.com Holdings, Inc.",3,2.0,1.0,Laggard,27.9,3.333333333333334,24.566666666666663,2020-06
66,ALXN,"Alexion Pharmaceuticals, Inc.",5,4.0,2.0,Average,-5.6,-3.0454545454545463,-2.5545454545454533,2020-06
67,AM,Antero Midstream Corp.,2,3.0,1.0,Average,8.1,8.700000000000001,-0.6000000000000014,2020-06
68,AMAG,"AMAG Pharmaceuticals, Inc.",1,1.0,3.0,Average,-2.0,0.04166666666666682,-2.041666666666667,2020-06
69,AMAT,"Applied Materials, Inc.",5,4.0,5.0,Leader,8.6,2.475,6.125,2020-06
70,AMBC,"Ambac Financial Group, Inc.",1,5.0,4.0,Average,4.9,1.7000000000000002,3.2,2020-06
71,AMCX,AMC Networks Inc. Class A,2,1.0,1.0,Laggard,-21.7,-1.0583333333333333,-20.641666666666666,2020-06
72,AMD,"Advanced Micro Devices, Inc.",5,3.0,5.0,Average,-1.9,4.441666666666666,-6.341666666666667,2020-06
73,AME,"AMETEK, Inc.",5,2.0,3.0,Laggard,-2.7,-0.7363636363636363,-1.9636363636363638,2020-06
74,AMED,"Amedisys, Inc.",4,2.0,5.0,Average,5.0,2.7249999999999996,2.2750000000000004,2020-06
75,AMG,"Affiliated Managers Group, Inc.",3,1.0,2.0,Average,9.2,0.790909090909091,8.409090909090908,2020-06
76,AMGN,Amgen Inc.,5,1.0,5.0,Leader,3.9,-1.575,5.475,2020-06
77,AMN,"AMN Healthcare Services, Inc.",2,1.0,3.0,Leader,1.5,4.141666666666667,-2.6416666666666666,2020-06
78,AMP,"Ameriprise Financial, Inc.",4,4.0,3.0,Average,4.2,1.3272727272727274,2.872727272727273,2020-06
79,AMPH,Amphastar Pharmaceuticals Inc,1,3.0,4.0,Average,17.9,2.0454545454545454,15.854545454545454,2020-06
80,AMSF,"AMERISAFE, Inc.",2,3.0,4.0,Laggard,0.6,2.309090909090909,-1.709090909090909,2020-06
81,AMT,American Tower Corporation,5,1.0,4.0,Average,-1.8,3.3000000000000003,-5.1000000000000005,2020-06
82,AMWD,American Woodmark Corporation,1,1.0,4.0,Average,16.8,13.627272727272725,3.1727272727272755,2020-06
83,AMZN,"Amazon.com, Inc.",5,3.0,4.0,Average,11.6,3.5909090909090904,8.00909090909091,2020-06
84,AN,"AutoNation, Inc.",3,4.0,4.0,Average,-4.6,-1.5090909090909093,-3.0909090909090904,2020-06
85,ANDE,"Andersons, Inc.",1,5.0,2.0,Average,5.8,9.490909090909092,-3.6909090909090922,2020-06
86,ANET,"Arista Networks, Inc.",5,4.0,2.0,Average,-10.5,-3.0454545454545463,-7.454545454545453,2020-06
87,ANF,Abercrombie & Fitch Co. Class A,1,5.0,3.0,Laggard,-7.0,6.233333333333334,-13.233333333333334,2020-06
88,ANGO,"AngioDynamics, Inc.",1,2.0,1.0,Average,-2.0,2.533333333333333,-4.533333333333333,2020-06
89,ANIK,"Anika Therapeutics, Inc.",1,3.0,3.0,Laggard,11.3,4.3090909090909095,6.990909090909091,2020-06
90,ANIP,"ANI Pharmaceuticals, Inc.",1,2.0,1.0,Average,3.2,2.533333333333333,0.666666666666667,2020-06
91,ANSS,"ANSYS, Inc.",5,3.0,5.0,Average,1.8,4.441666666666666,-2.6416666666666666,2020-06
92,ANTM,"Anthem, Inc.",5,3.0,2.0,Average,-9.0,-0.981818181818182,-8.018181818181818,2020-06
93,AON,Aon Plc Class A,5,2.0,2.0,Average,-1.8,-1.5090909090909093,-0.2909090909090908,2020-06
94,AOS,A. O. Smith Corporation,4,3.0,4.0,Average,-0.4,3.6727272727272733,-4.072727272727273,2020-06
95,APA,Apache Corporation,3,4.0,1.0,Average,15.1,2.8499999999999996,12.25,2020-06
96,APD,"Air Products and Chemicals, Inc.",5,4.0,3.0,Average,0.1,-1.4545454545454546,1.5545454545454547,2020-06
97,APEI,"American Public Education, Inc.",1,4.0,5.0,Average,-8.4,1.2999999999999996,-9.7,2020-06
98,APH,Amphenol Corporation Class A,5,2.0,3.0,Average,-1.7,-0.7363636363636363,-0.9636363636363636,2020-06
99,APOG,"Apogee Enterprises, Inc.",1,3.0,1.0,Average,6.0,3.0,3.0,2020-06
100,APTV,Aptiv PLC,5,3.0,3.0,Leader,1.7,1.3545454545454545,0.34545454545454546,2020-06
101,ARCB,ArcBest Corporation,1,5.0,4.0,Average,19.1,1.7000000000000002,17.400000000000002,2020-06
102,ARE,"Alexandria Real Estate Equities, Inc.",5,5.0,4.0,Average,6.0,-3.536363636363637,9.536363636363637,2020-06
103,ARI,"Apollo Commercial Real Estate Finance, Inc.",2,5.0,1.0,Average,17.1,4.525000000000001,12.575,2020-06
104,AROC,Archrock Inc.,1,4.0,4.0,Average,-0.2,5.118181818181818,-5.318181818181818,2020-06
105,ARR,"ARMOUR Residential REIT, Inc.",1,5.0,2.0,Laggard,15.6,9.490909090909092,6.109090909090908,2020-06
106,ARW,"Arrow Electronics, Inc.",4,4.0,3.0,Average,-1.4,1.3272727272727274,-2.7272727272727275,2020-06
107,ARWR,"Arrowhead Pharmaceuticals, Inc.",3,2.0,5.0,Average,29.7,5.55,24.15,2020-06
108,ASB,Associated Banc-Corp,2,5.0,3.0,Average,-3.9,0.4636363636363638,-4.363636363636363,2020-06
109,ASGN,ASGN Inc,3,1.0,5.0,Average,5.9,6.641666666666668,-0.741666666666668,2020-06
110,ASH,"Ashland Global Holdings, Inc.",3,2.0,2.0,Laggard,2.9,-2.5363636363636366,5.4363636363636365,2020-06
111,ASIX,"AdvanSix, Inc.",1,4.0,1.0,Average,-3.1,4.05,-7.15,2020-06
112,ASTE,"Astec Industries, Inc.",1,4.0,5.0,Average,10.3,1.2999999999999996,9.000000000000002,2020-06
113,ATGE,Adtalem Global Education Inc.,2,3.0,1.0,Laggard,-8.5,8.700000000000001,-17.200000000000003,2020-06
114,ATI,Allegheny Technologies Incorporated,2,4.0,1.0,Laggard,11.9,7.583333333333332,4.316666666666668,2020-06
115,ATNI,"ATN International, Inc.",1,4.0,5.0,Laggard,0.1,1.2999999999999996,-1.1999999999999995,2020-06
116,ATO,Atmos Energy Corporation,4,5.0,5.0,Average,-3.3,-2.308333333333333,-0.9916666666666667,2020-06
117,ATR,"Aptargroup, Inc.",4,3.0,2.0,Average,0.5,0.4545454545454547,0.0454545454545453,2020-06
118,ATVI,"Activision Blizzard, Inc.",5,3.0,5.0,Average,4.0,4.441666666666666,-0.44166666666666643,2020-06
119,AVA,Avista Corporation,3,5.0,5.0,Average,-6.5,1.0750000000000002,-7.575,2020-06
120,AVAV,"AeroVironment, Inc.",2,3.0,4.0,Average,15.1,2.309090909090909,12.790909090909091,2020-06
121,AVB,"AvalonBay Communities, Inc.",5,5.0,2.0,Average,-2.6,-1.8545454545454547,-0.7454545454545454,2020-06
122,AVD,American Vanguard Corporation,1,2.0,4.0,Laggard,4.7,4.963636363636364,-0.26363636363636367,2020-06
123,AVGO,Broadcom Inc.,5,1.0,4.0,Laggard,10.0,3.3000000000000003,6.699999999999999,2020-06
124,AVNS,"Avanos Medical, Inc.",2,3.0,1.0,Average,3.1,8.700000000000001,-5.600000000000001,2020-06
125,AVNT,Avient Corporation,2,1.0,4.0,Average,3.3,-5.181818181818182,8.48181818181818,2020-06
126,AVT,"Avnet, Inc.",3,5.0,2.0,Average,1.8,2.3636363636363633,-0.5636363636363633,2020-06
127,AVY,Avery Dennison Corporation,4,2.0,3.0,Average,1.5,-1.2727272727272727,2.7727272727272725,2020-06
128,AWK,"American Water Works Company, Inc.",5,4.0,3.0,Average,0.7,-1.4545454545454546,2.1545454545454543,2020-06
129,AWR,American States Water Company,3,3.0,4.0,Average,-3.1,2.690909090909091,-5.790909090909091,2020-06
130,AX,"Axos Financial, Inc.",2,4.0,2.0,Laggard,1.8,2.790909090909091,-0.990909090909091,2020-06
131,AXL,"American Axle & Manufacturing Holdings, Inc.",1,1.0,3.0,Average,0.8,0.04166666666666682,0.7583333333333332,2020-06
132,AXP,American Express Company,5,4.0,1.0,Leader,-1.6,-1.825,0.22499999999999987,2020-06
133,AYI,"Acuity Brands, Inc.",3,2.0,1.0,Leader,4.0,3.333333333333334,0.6666666666666661,2020-06
134,AZO,"AutoZone, Inc.",5,2.0,3.0,Laggard,-0.9,-0.7363636363636363,-0.1636363636363637,2020-06
135,AZZ,AZZ Inc.,1,2.0,2.0,Laggard,8.3,3.8090909090909095,4.490909090909091,2020-06
136,B,Barnes Group Inc.,2,1.0,2.0,Average,2.6,-0.26363636363636367,2.8636363636363638,2020-06
137,BA,Boeing Company,5,2.0,1.0,Average,21.1,-0.8583333333333333,21.958333333333336,2020-06
138,BAC,Bank of America Corp,5,5.0,3.0,Average,-2.8,-3.8416666666666663,1.0416666666666665,2020-06
139,BANC,Banc of California Incorporated,1,5.0,4.0,Laggard,0.6,1.7000000000000002,-1.1,2020-06
140,BANF,BancFirst Corporation,2,4.0,2.0,Average,9.3,2.790909090909091,6.50909090909091,2020-06
141,BANR,Banner Corporation,2,5.0,3.0,Average,1.6,0.4636363636363638,1.1363636363636362,2020-06
142,BAX,Baxter International Inc.,5,4.0,3.0,Average,-4.5,-1.4545454545454546,-3.0454545454545454,2020-06
143,BBBY,Bed Bath & Beyond Inc.,1,5.0,3.0,Laggard,41.3,6.233333333333334,35.06666666666666,2020-06
144,BBY,"Best Buy Co., Inc.",5,4.0,4.0,Leader,13.3,0.8909090909090911,12.40909090909091,2020-06
145,BC,Brunswick Corporation,3,2.0,5.0,Average,12.4,5.55,6.8500000000000005,2020-06
146,BCC,Boise Cascade Co.,2,4.0,5.0,Leader,10.8,2.3,8.5,2020-06
147,BCEI,Bonanza Creek Energy Inc,1,5.0,4.0,Laggard,-21.0,1.7000000000000002,-22.7,2020-06
148,BCO,Brink's Company,2,1.0,1.0,Average,9.3,-1.0583333333333333,10.358333333333334,2020-06
149,BCOR,"Blucora, Inc.",1,1.0,1.0,Laggard,-8.5,14.908333333333333,-23.40833333333333,2020-06
150,BCPC,Balchem Corporation,3,2.0,3.0,Average,-3.7,-1.5090909090909088,-2.1909090909090914,2020-06
151,BDC,Belden Inc.,2,1.0,2.0,Average,-5.7,-0.26363636363636367,-5.4363636363636365,2020-06
152,BDN,Brandywine Realty Trust,2,4.0,2.0,Average,9.2,2.790909090909091,6.409090909090908,2020-06
153,BDX,"Becton, Dickinson and Company",5,1.0,2.0,Average,-2.0,-2.172727272727273,0.17272727272727284,2020-06
154,BEAT,"BioTelemetry, Inc.",2,1.0,4.0,Leader,-4.4,-5.181818181818182,0.7818181818181813,2020-06
155,BEN,"Franklin Resources, Inc.",4,5.0,1.0,Average,7.6,3.116666666666667,4.4833333333333325,2020-06
156,BF.B,Brown-Forman Corporation Class B,5,3.0,4.0,Average,-2.6,3.5909090909090904,-6.1909090909090905,2020-06
157,BFS,"Saul Centers, Inc.",1,2.0,2.0,Laggard,2.6,3.8090909090909095,-1.2090909090909094,2020-06
158,BGS,"B&G Foods, Inc.",2,1.0,5.0,Average,2.8,0.9666666666666668,1.833333333333333,2020-06
159,BHE,"Benchmark Electronics, Inc.",1,4.0,5.0,Average,1.2,1.2999999999999996,-0.09999999999999964,2020-06
160,BHF,"Brighthouse Financial, Inc.",3,5.0,4.0,Laggard,-9.4,-1.3454545454545455,-8.054545454545455,2020-06
161,BHLB,"Berkshire Hills Bancorp, Inc.",1,4.0,1.0,Average,4.6,4.05,0.5499999999999998,2020-06
162,BIG,"Big Lots, Inc.",2,5.0,5.0,Average,13.4,-0.4499999999999999,13.85,2020-06
163,BIIB,Biogen Inc.,5,4.0,5.0,Average,-11.2,2.475,-13.674999999999999,2020-06
164,BIO,"Bio-Rad Laboratories, Inc. Class A",4,5.0,5.0,Laggard,-8.3,-2.308333333333333,-5.991666666666667,2020-06
165,BJ,"BJ's Wholesale Club Holdings, Inc.",3,1.0,5.0,Average,1.6,6.641666666666668,-5.041666666666668,2020-06
166,BJRI,"BJ's Restaurants, Inc.",1,3.0,1.0,Average,-3.9,3.0,-6.9,2020-06
167,BK,Bank of New York Mellon Corporation,5,5.0,3.0,Leader,2.5,-3.8416666666666663,6.341666666666667,2020-06
168,BKE,"Buckle, Inc.",1,3.0,5.0,Average,10.3,1.208333333333334,9.091666666666667,2020-06
169,BKH,Black Hills Corporation,3,3.0,1.0,Average,-6.5,0.5416666666666662,-7.041666666666666,2020-06
170,BKNG,Booking Holdings Inc.,5,3.0,2.0,Average,-4.7,-0.981818181818182,-3.7181818181818183,2020-06
171,BKR,Baker Hughes Company Class A,4,1.0,1.0,Leader,-5.8,-0.9666666666666665,-4.833333333333333,2020-06
172,BKU,"BankUnited, Inc.",2,5.0,2.0,Average,6.4,-2.5545454545454542,8.954545454545455,2020-06
173,BLD,TopBuild Corp.,3,1.0,5.0,Average,-4.1,6.641666666666668,-10.741666666666667,2020-06
174,BLDR,"Builders FirstSource, Inc.",3,2.0,5.0,Average,-3.7,5.55,-9.25,2020-06
175,BLK,"BlackRock, Inc.",5,3.0,3.0,Leader,1.8,1.3545454545454545,0.44545454545454555,2020-06
176,BLKB,"Blackbaud, Inc.",3,1.0,2.0,Average,-4.3,0.790909090909091,-5.090909090909091,2020-06
177,BLL,Ball Corporation,5,1.0,4.0,Average,-2.4,3.3000000000000003,-5.7,2020-06
178,BLMN,"Bloomin' Brands, Inc.",1,1.0,2.0,Laggard,-7.5,0.45454545454545486,-7.954545454545455,2020-06
179,BMI,"Badger Meter, Inc.",2,2.0,4.0,Leader,2.5,0.4636363636363639,2.036363636363636,2020-06
180,BMY,Bristol-Myers Squibb Company,5,1.0,5.0,Average,-2.5,-1.575,-0.925,2020-06
181,BOH,Bank of Hawaii Corporation,3,4.0,2.0,Average,-4.6,-0.3909090909090909,-4.209090909090909,2020-06
182,BOOM,DMC Global Inc.,1,3.0,1.0,Average,-4.1,3.0,-7.1,2020-06
183,BOOT,"Boot Barn Holdings, Inc.",1,2.0,3.0,Average,-2.9,2.0,-4.9,2020-06
184,BPFH,"Boston Private Financial Holdings, Inc.",1,5.0,3.0,Average,2.5,6.233333333333334,-3.7333333333333343,2020-06
185,BR,"Broadridge Financial Solutions, Inc.",4,2.0,2.0,Average,3.7,-3.4909090909090907,7.190909090909091,2020-06
186,BRC,Brady Corporation Class A,3,3.0,3.0,Average,-7.9,0.9090909090909091,-8.809090909090909,2020-06
187,BRK.B,Berkshire Hathaway Inc. Class B,5,5.0,3.0,Average,-2.9,-3.8416666666666663,0.9416666666666664,2020-06
188,BRKL,"Brookline Bancorp, Inc.",1,4.0,3.0,Average,7.8,2.9909090909090907,4.809090909090909,2020-06
189,BRKS,"Brooks Automation, Inc.",3,3.0,4.0,Average,8.5,2.690909090909091,5.809090909090909,2020-06
190,BRO,"Brown & Brown, Inc.",4,1.0,4.0,Average,1.3,-1.5000000000000002,2.8000000000000003,2020-06
191,BRX,"Brixmor Property Group, Inc.",3,4.0,1.0,Average,6.3,2.8499999999999996,3.45,2020-06
192,BSIG,"BrightSphere Investment Group, Inc.",1,1.0,4.0,Average,45.8,13.627272727272725,32.17272727272727,2020-06
193,BSX,Boston Scientific Corporation,5,2.0,1.0,Average,-6.4,-0.8583333333333333,-5.541666666666667,2020-06
194,BWA,BorgWarner Inc.,4,4.0,2.0,Average,6.1,-0.6454545454545455,6.745454545454545,2020-06
195,BXP,"Boston Properties, Inc.",4,4.0,1.0,Average,2.7,-0.1166666666666667,2.816666666666667,2020-06
196,BXS,BancorpSouth Bank,3,4.0,2.0,Average,4.4,-0.3909090909090909,4.790909090909091,2020-06
197,BYD,Boyd Gaming Corporation,3,1.0,3.0,Average,-5.3,-3.4333333333333322,-1.8666666666666676,2020-06
198,C,Citigroup Inc.,5,5.0,2.0,Average,3.3,-1.8545454545454547,5.154545454545454,2020-06
199,CABO,"Cable One, Inc.",4,1.0,5.0,Average,-5.8,-3.6750000000000003,-2.1249999999999996,2020-06
200,CACI,CACI International Inc Class A,4,1.0,4.0,Average,-13.7,-1.5000000000000002,-12.2,2020-06
201,CADE,Cadence Bancorporation Class A,1,5.0,1.0,Average,8.7,8.291666666666664,0.408333333333335,2020-06
202,CAG,"Conagra Brands, Inc.",4,1.0,5.0,Average,1.3,-3.6750000000000003,4.9750000000000005,2020-06
203,CAH,"Cardinal Health, Inc.",4,1.0,5.0,Leader,-3.7,-3.6750000000000003,-0.02499999999999991,2020-06
204,CAKE,Cheesecake Factory Incorporated,1,2.0,1.0,Average,10.3,2.533333333333333,7.7666666666666675,2020-06
205,CALM,"Cal-Maine Foods, Inc.",2,4.0,5.0,Laggard,0.5,2.3,-1.7999999999999998,2020-06
206,CAR,"Avis Budget Group, Inc.",2,1.0,2.0,Leader,-6.5,-0.26363636363636367,-6.236363636363636,2020-06
207,CASH,"Meta Financial Group, Inc.",1,3.0,2.0,Average,-1.1,-1.2000000000000002,0.10000000000000009,2020-06
208,CASY,"Casey's General Stores, Inc.",4,4.0,4.0,Average,-7.3,-0.5727272727272724,-6.7272727272727275,2020-06
209,CAT,Caterpillar Inc.,5,4.0,2.0,Average,5.0,-3.0454545454545463,8.045454545454547,2020-06
210,CATM,Cardtronics plc Class A,2,1.0,3.0,Average,-5.3,4.141666666666667,-9.441666666666666,2020-06
211,CATO,Cato Corporation Class A,1,5.0,4.0,Laggard,-10.2,1.7000000000000002,-11.899999999999999,2020-06
212,CATY,Cathay General Bancorp,2,5.0,4.0,Average,-2.0,2.536363636363636,-4.536363636363636,2020-06
213,CB,Chubb Limited,5,5.0,2.0,Average,6.6,-1.8545454545454547,8.454545454545455,2020-06
214,CBB,Cincinnati Bell Inc.,1,1.0,5.0,Average,1.0,2.566666666666667,-1.5666666666666669,2020-06
215,CBOE,Cboe Global Markets Inc,4,2.0,2.0,Average,-11.2,-3.4909090909090907,-7.709090909090909,2020-06
216,CBRE,"CBRE Group, Inc. Class A",4,3.0,2.0,Leader,2.4,0.4545454545454547,1.9454545454545453,2020-06
217,CBRL,"Cracker Barrel Old Country Store, Inc.",3,3.0,1.0,Laggard,3.0,0.5416666666666662,2.458333333333334,2020-06
218,CBSH,"Commerce Bancshares, Inc.",4,4.0,4.0,Average,-5.9,-0.5727272727272724,-5.327272727272728,2020-06
219,CBT,Cabot Corporation,2,3.0,3.0,Laggard,1.5,0.8818181818181814,0.6181818181818186,2020-06
220,CBU,"Community Bank System, Inc.",3,4.0,4.0,Average,-2.6,-1.5090909090909093,-1.0909090909090908,2020-06
221,CC,Chemours Co.,2,3.0,1.0,Average,13.1,8.700000000000001,4.399999999999999,2020-06
222,CCI,Crown Castle International Corp,5,2.0,5.0,Average,-3.0,3.058333333333334,-6.058333333333334,2020-06
223,CCL.U,Carnival Corporation,4,5.0,1.0,Laggard,-2.3,3.116666666666667,-5.416666666666667,2020-06
224,CCMP,"CMC Materials, Inc.",3,1.0,5.0,Average,-2.5,6.641666666666668,-9.14166666666667,2020-06
225,CCOI,Cogent Communications Holdings Inc,3,1.0,5.0,Average,-1.0,6.641666666666668,-7.641666666666668,2020-06
226,CCS,"Century Communities, Inc.",1,5.0,5.0,Average,3.0,5.358333333333333,-2.3583333333333334,2020-06
227,CDAY,"Ceridian HCM Holding, Inc.",4,2.0,4.0,Average,10.4,4.336363636363636,6.063636363636364,2020-06
228,CDK,CDK Global Inc,3,1.0,3.0,Average,2.4,-3.4333333333333322,5.833333333333332,2020-06
229,CDNS,"Cadence Design Systems, Inc.",5,3.0,4.0,Leader,4.7,3.5909090909090904,1.1090909090909098,2020-06
230,CDW,CDW Corp.,4,1.0,3.0,Average,3.8,0.9416666666666668,2.858333333333333,2020-06
231,CE,Celanese Corporation,4,3.0,2.0,Average,-3.4,0.4545454545454547,-3.8545454545454545,2020-06
232,CENT,Central Garden & Pet Company,2,3.0,5.0,Laggard,0.3,5.508333333333334,-5.208333333333334,2020-06
233,CENX,Century Aluminum Company,1,5.0,5.0,Average,17.3,5.358333333333333,11.941666666666666,2020-06
