Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,31 MktVal Co,31 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL),31 Price Chg (LOCAL)
ABBV,"AbbVie, Inc.",NYSE,Healthcare,"126,778.5",-28.7,"1,478.9","130,934.8",-0.3,12.5,-11.1,"36,227.0",7.3,5.8,4.0,A,"126,778.5",85.7,"131,186.4",88.7,"129,529.8",87.6,"135,712.7",91.8,"134,026.4",90.6,"131,378.7",88.8,"131,378.7",88.8,"131,378.7",88.8,"126,127.7",85.3,"129,470.6",87.5,"125,506.5",84.9,"116,276.5",78.6,"126,275.6",85.4,"126,275.6",85.4,"126,275.6",85.4,"109,857.0",74.3,"108,008.0",73.0,"105,064.5",71.0,"105,108.9",71.1,"101,795.6",68.8,"101,795.6",68.8,"101,795.6",68.8,"95,405.6",64.5,"99,660.7",67.5,"100,280.9",67.9,"109,022.8",73.8,"107,309.8",72.7,"107,309.8",72.7,"107,309.8",72.7,"111,104.9",75.2,"112,507.7",76.2,"12,690.8",8.6,0.0,3.5,-1.3,4.8,-1.2,-2.0,0.0,0.0,-4.0,2.7,-3.1,-7.4,8.6,0.0,0.0,-13.0,-1.7,-2.7,0.0,-3.2,0.0,0.0,-6.3,4.6,0.6,8.7,-1.6,0.0,0.0,3.5,1.3
ABC,AmerisourceBergen Corporation,NYSE,Healthcare,"17,360.8",-28.6,205.8,"17,507.5",-0.3,3.6,5.0,"186,287.0",10.0,5.2,3.0,BBB,"17,360.8",84.3,"17,945.6",87.2,"17,680.0",85.9,"18,608.5",90.4,"17,906.4",87.0,"17,667.6",85.8,"17,667.6",85.8,"17,667.6",85.8,"17,144.6",83.3,"17,721.1",86.1,"17,492.6",85.0,"16,572.3",80.5,"18,530.3",90.0,"18,530.3",90.0,"18,530.3",90.0,"16,574.3",80.5,"18,427.3",89.5,"17,494.6",85.0,"17,706.7",86.0,"16,597.0",80.6,"16,597.0",80.6,"16,597.0",80.6,"15,221.6",73.9,"16,440.5",79.9,"15,514.0",75.4,"17,327.9",84.2,"16,837.9",81.8,"16,837.9",81.8,"16,837.9",81.8,"18,139.1",88.1,"18,221.4",88.5,859.1,4.2,0.0,3.4,-1.5,5.3,-3.8,-1.3,0.0,0.0,-3.0,3.4,-1.3,-5.3,11.8,0.0,0.0,-10.6,11.2,-5.1,1.2,-6.3,0.0,0.0,-8.3,8.0,-5.6,11.7,-2.8,0.0,0.0,7.7,0.5
ABCB,Ameris Bancorp,NASDAQ,Finance,"2,381.0",20.8,69.5,"2,963.4",0.5,-15.1,-30.0,"1,070.2",2.4,7.2,3.8,BBB,"2,381.0",34.2,"2,456.9",35.3,"2,413.8",34.7,"2,436.7",35.0,"2,379.6",34.2,"2,250.1",32.3,"2,250.1",32.3,"2,250.1",32.3,"1,886.4",27.1,"1,948.4",28.1,"1,784.7",25.7,"1,670.3",24.1,"1,781.3",25.7,"1,781.3",25.7,"1,781.3",25.7,"1,513.6",21.8,"1,687.0",24.3,"1,410.3",20.3,"1,567.0",22.6,"1,439.4",20.8,"1,439.4",20.8,"1,439.4",20.8,"1,313.2",18.9,"1,508.1",21.8,"1,494.9",21.6,"1,592.0",23.0,"1,561.5",22.5,"1,561.5",22.5,"1,561.5",22.5,"1,619.0",23.4,"1,647.4",23.8,361.4,5.1,0.0,3.2,-1.8,1.0,-2.3,-5.4,0.0,0.0,-16.2,3.8,-8.4,-6.4,6.6,0.0,0.0,-15.0,11.5,-16.4,11.1,-8.1,0.0,0.0,-8.8,14.8,-0.9,6.5,-1.9,0.0,0.0,3.7,1.8
ABG,"Asbury Automotive Group, Inc.",NYSE,Consumer Cyclicals,"1,715.0",16.7,19.3,"2,162.9",0.1,24.5,-37.7,"6,788.4",1.8,7.3,4.4,BBB,"1,715.0",88.6,"1,799.9",93.0,"1,766.1",91.6,"1,814.9",94.1,"1,708.5",88.6,"1,677.7",87.0,"1,677.7",87.0,"1,677.7",87.0,"1,546.4",80.2,"1,568.3",81.4,"1,396.0",72.4,"1,131.7",58.7,"1,062.5",55.1,"1,062.5",55.1,"1,062.5",55.1,894.4,46.4,927.5,48.1,860.2,44.6,944.3,49.0,975.5,50.6,975.5,50.6,975.5,50.6,883.4,45.8,"1,032.0",53.5,"1,131.1",58.7,"1,172.5",60.8,"1,070.0",55.5,"1,070.0",55.5,"1,070.0",55.5,"1,065.7",55.3,"1,064.8",55.2,329.8,17.1,0.0,5.0,-1.5,2.8,-5.9,-1.8,0.0,0.0,-7.8,1.4,-11.0,-18.9,-6.1,0.0,0.0,-15.8,3.7,-7.3,9.8,3.3,0.0,0.0,-9.4,16.8,9.6,3.7,-8.7,0.0,0.0,-0.4,-0.1
ABM,ABM Industries Incorporated,NYSE,Business Services,"2,197.5",-8.6,66.7,"2,504.5",-0.2,-6.6,-26.0,"6,151.0",8.3,5.6,5.7,BBB,"2,197.5",32.9,"2,317.7",34.7,"2,265.6",33.9,"2,344.4",35.1,"2,340.4",35.1,"2,258.8",33.9,"2,258.8",33.9,"2,258.8",33.9,"2,101.5",31.5,"2,126.9",31.9,"1,959.6",29.4,"1,610.5",24.2,"1,817.7",27.3,"1,817.7",27.3,"1,817.7",27.3,"1,760.4",26.4,"1,880.3",28.2,"1,647.1",24.7,"1,603.1",24.1,"1,402.6",21.1,"1,402.6",21.1,"1,402.6",21.1,"1,362.6",20.5,"1,400.6",21.0,"1,399.9",21.0,"1,469.2",22.1,"1,465.2",22.0,"1,465.2",22.0,"1,465.2",22.0,"1,610.5",24.2,"1,623.1",24.4,350.7,5.2,0.0,5.5,-2.2,3.5,-0.2,-3.3,0.0,0.0,-7.0,1.2,-7.9,-17.8,12.9,0.0,0.0,-3.2,6.8,-12.4,-2.7,-12.5,0.0,0.0,-2.9,2.8,0.0,5.0,-0.3,0.0,0.0,9.9,0.8
ABMD,"ABIOMED, Inc.",NASDAQ,Healthcare,"6,771.2",22.1,45.1,"7,703.0",0.1,-56.8,-3.4,798.1,6.3,4.6,6.8,A,"6,771.2",150.3,"6,989.3",155.1,"6,722.5",149.2,"6,950.1",154.2,"6,962.7",154.5,"7,078.5",157.1,"7,078.5",157.1,"7,078.5",157.1,"7,046.5",156.4,"7,423.2",164.7,"6,810.4",151.1,"6,172.3",137.0,"6,435.9",142.8,"6,435.9",142.8,"6,435.9",142.8,"6,418.8",142.4,"6,545.4",145.3,"6,604.0",146.6,"6,331.8",140.5,"5,881.2",130.5,"5,881.2",130.5,"5,881.2",130.5,"5,963.6",132.3,"6,474.2",143.7,"6,619.3",146.9,"6,722.0",149.2,"6,545.0",145.2,"6,545.0",145.2,"6,545.0",145.2,"6,713.9",149.0,"6,541.3",145.2,384.8,8.5,0.0,3.2,-3.8,3.4,0.2,1.7,0.0,0.0,-0.5,5.3,-8.3,-9.4,4.3,0.0,0.0,-0.3,2.0,0.9,-4.1,-7.1,0.0,0.0,1.4,8.6,2.2,1.6,-2.6,0.0,0.0,2.6,-2.6
ABT,Abbott Laboratories,NYSE,Healthcare,"135,837.2",-5.2,"1,762.5","153,516.2",-0.1,-0.3,2.4,"31,444.0",10.0,5.0,4.1,BBB,"135,837.2",77.0,"143,913.8",81.6,"137,530.1",78.0,"144,760.2",82.1,"141,991.6",80.5,"144,143.0",81.7,"144,143.0",81.7,"144,143.0",81.7,"135,819.6",77.0,"142,626.5",80.9,"137,706.5",78.1,"131,799.0",74.7,"143,984.3",81.7,"143,984.3",81.7,"143,984.3",81.7,"129,894.5",73.7,"140,175.3",79.5,"139,769.7",79.3,"131,375.8",74.5,"119,913.4",68.0,"119,913.4",68.0,"119,913.4",68.0,"110,778.9",62.8,"122,893.6",69.7,"124,762.9",70.8,"133,685.8",75.8,"131,481.6",74.6,"131,481.6",74.6,"131,481.6",74.6,"139,910.8",79.3,"139,152.5",78.9,"9,109.9",5.2,0.0,5.9,-4.4,5.3,-1.9,1.5,0.0,0.0,-5.8,5.0,-3.4,-4.3,9.2,0.0,0.0,-9.8,7.9,-0.3,-6.0,-8.7,0.0,0.0,-7.6,10.9,1.5,7.2,-1.6,0.0,0.0,6.4,-0.5
ABTX,"Allegiance Bancshares, Inc.",NASDAQ,Finance,674.6,22.6,20.5,782.5,0.6,-12.7,-27.3,245.3,1.2,6.8,3.7,BB,674.6,33.2,693.9,34.1,678.8,33.4,687.8,33.8,652.6,32.1,614.0,30.2,614.0,30.2,614.0,30.2,544.2,26.8,576.4,28.3,534.3,26.3,497.7,24.5,539.8,26.5,539.8,26.5,539.8,26.5,472.6,23.2,553.0,27.2,518.6,25.5,552.4,27.1,507.2,24.9,507.2,24.9,507.2,24.9,461.6,22.7,503.6,24.7,489.1,24.0,519.8,25.5,482.2,23.7,482.2,23.7,482.2,23.7,493.4,24.2,490.7,24.1,69.8,3.4,0.0,2.9,-2.2,1.3,-5.1,-5.9,0.0,0.0,-11.4,5.8,-7.3,-6.9,8.5,0.0,0.0,-12.4,17.0,-6.2,6.5,-8.2,0.0,0.0,-9.0,9.1,-2.9,6.3,-7.2,0.0,0.0,2.3,-0.5
ACA,Arcosa Inc,NYSE,Industrials,"2,074.1",24.2,48.3,"2,155.8",0.5,27.2,-7.5,"1,878.6",4.2,4.8,2.3,BBB,"2,074.1",43.0,"2,119.0",43.9,"2,050.9",42.5,"2,114.6",43.8,"2,093.4",43.4,"2,002.1",41.5,"2,002.1",41.5,"2,002.1",41.5,"1,774.3",36.8,"1,866.5",38.7,"1,788.3",37.0,"1,589.8",32.9,"1,795.0",37.2,"1,795.0",37.2,"1,795.0",37.2,"1,598.0",33.1,"1,785.4",37.0,"1,454.6",30.1,"1,464.8",30.3,"1,504.4",31.2,"1,504.4",31.2,"1,504.4",31.2,"1,469.6",30.4,"1,702.8",35.3,"1,698.0",35.2,"1,887.7",39.1,"1,756.4",36.4,"1,756.4",36.4,"1,756.4",36.4,"1,866.5",38.7,"1,918.6",39.7,207.3,4.3,0.0,2.2,-3.2,3.1,-1.0,-4.4,0.0,0.0,-11.4,5.2,-4.2,-11.1,12.9,0.0,0.0,-11.0,11.7,-18.5,0.7,2.7,0.0,0.0,-2.3,15.9,-0.3,11.2,-7.0,0.0,0.0,6.3,2.8
ACC,"American Campus Communities, Inc.",NYSE,Finance,"5,968.9",24.0,137.2,"6,462.1",0.5,0.6,-36.1,916.8,5.2,6.7,5.0,BBB,"5,968.9",43.4,"6,048.6",44.0,"6,015.6",43.8,"6,289.0",45.8,"6,192.8",45.1,"6,210.7",45.2,"6,210.7",45.2,"6,210.7",45.2,"5,782.0",42.1,"5,592.4",40.7,"5,195.3",37.8,"4,787.2",34.8,"5,205.6",37.8,"5,205.6",37.8,"5,205.6",37.8,"3,554.3",25.8,"3,760.7",27.3,"3,138.7",22.8,"3,312.1",24.1,"3,175.9",23.1,"3,175.9",23.1,"3,175.9",23.1,"2,856.7",20.8,"3,365.8",24.5,"3,894.2",28.3,"4,106.1",29.8,"4,152.9",30.2,"4,152.9",30.2,"4,152.9",30.2,"4,046.9",29.4,"3,818.5",27.8,"1,175.5",8.6,0.0,1.3,-0.5,4.5,-1.5,0.3,0.0,0.0,-6.9,-3.3,-7.1,-7.9,8.6,0.0,0.0,-31.7,5.8,-16.5,5.5,-4.1,0.0,0.0,-10.1,17.8,15.7,5.4,1.1,0.0,0.0,-2.6,-5.6
