Symbol,Name,Stock Exchange,Company Main Business,Size,Book Value Per Shr Tangble,Common Shares Outstdg,MktVal Co,Book to Market Ratio,Momentum,Monthly Return,Sales,MSCI ESG Rtg Score Environmental,MSCI ESG Rtg Score Governance,MSCI ESG Rtg Score Social,MSCI ESG Rtg Overall Company Rating,1 MktVal Co,1 Closing Price,2 MktVal Co,2 Closing Price,3 MktVal Co,3 Closing Price,4 MktVal Co,4 Closing Price,5 MktVal Co,5 Closing Price,6 MktVal Co,6 Closing Price,7 MktVal Co,7 Closing Price,8 MktVal Co,8 Closing Price,9 MktVal Co,9 Closing Price,10 MktVal Co,10 Closing Price,11 MktVal Co,11 Closing Price,12 MktVal Co,12 Closing Price,13 MktVal Co,13 Closing Price,14 MktVal Co,14 Closing Price,15 MktVal Co,15 Closing Price,16 MktVal Co,16 Closing Price,17 MktVal Co,17 Closing Price,18 MktVal Co,18 Closing Price,19 MktVal Co,19 Closing Price,20 MktVal Co,20 Closing Price,21 MktVal Co,21 Closing Price,22 MktVal Co,22 Closing Price,23 MktVal Co,23 Closing Price,24 MktVal Co,24 Closing Price,25 MktVal Co,25 Closing Price,26 MktVal Co,26 Closing Price,27 MktVal Co,27 Closing Price,28 MktVal Co,28 Closing Price,29 MktVal Co,29 Closing Price,30 MktVal Co,30 Closing Price,STD MktVal,STD Closing Price,1 Price Chg (LOCAL),2 Price Chg (LOCAL),3 Price Chg (LOCAL),4 Price Chg (LOCAL),5 Price Chg (LOCAL),6 Price Chg (LOCAL),7 Price Chg (LOCAL),8 Price Chg (LOCAL),9 Price Chg (LOCAL),10 Price Chg (LOCAL),11 Price Chg (LOCAL),12 Price Chg (LOCAL),13 Price Chg (LOCAL),14 Price Chg (LOCAL),15 Price Chg (LOCAL),16 Price Chg (LOCAL),17 Price Chg (LOCAL),18 Price Chg (LOCAL),19 Price Chg (LOCAL),20 Price Chg (LOCAL),21 Price Chg (LOCAL),22 Price Chg (LOCAL),23 Price Chg (LOCAL),24 Price Chg (LOCAL),25 Price Chg (LOCAL),26 Price Chg (LOCAL),27 Price Chg (LOCAL),28 Price Chg (LOCAL),29 Price Chg (LOCAL),30 Price Chg (LOCAL)
ABBV,"AbbVie, Inc.",NYSE,Healthcare,"163,316.3",-28.7,"1,478.9","130,934.8",-0.3,26.7,8.2,"36,227.0",7.3,5.8,4.0,A,"159,844.4",90.7,"160,443.6",91.0,"160,179.3",90.9,"163,968.3",93.0,"165,395.8",93.9,"165,395.8",93.9,"165,395.8",93.9,"166,700.0",94.6,"169,484.5",96.2,"170,771.0",96.9,"162,593.7",92.3,"162,946.2",92.5,"162,946.2",92.5,"162,946.2",92.5,"164,038.8",93.1,"169,290.6",96.1,"168,726.6",95.7,"169,590.2",96.2,"170,436.1",96.7,"170,436.1",96.7,"170,436.1",96.7,"171,423.0",97.3,"171,493.5",97.3,"167,669.3",95.1,"170,929.6",97.0,"169,414.0",96.1,"169,414.0",96.1,"169,414.0",96.1,"169,960.3",96.4,"173,026.8",98.2,"3,821.1",2.2,-2.1,0.4,-0.2,2.4,0.9,0.0,0.0,0.8,1.7,0.8,-4.8,0.2,0.0,0.0,0.7,3.2,-0.3,0.5,0.5,0.0,0.0,0.6,0.0,-2.2,1.9,-0.9,0.0,0.0,0.3,1.8
ABC,AmerisourceBergen Corporation,NYSE,Healthcare,"19,392.4",-28.6,205.8,"17,507.5",-0.3,24.6,5.9,"186,287.0",10.0,5.2,3.0,BBB,"19,353.8",95.2,"20,067.7",98.7,"20,236.5",99.5,"20,228.4",99.5,"20,130.8",99.0,"20,130.8",99.0,"20,130.8",99.0,"20,808.1",102.3,"20,319.9",99.9,"19,719.9",97.0,"19,020.2",93.5,"19,296.8",94.9,"19,296.8",94.9,"19,296.8",94.9,"19,569.4",96.2,"20,159.3",99.1,"20,370.8",100.2,"20,391.1",100.3,"20,777.6",102.2,"20,777.6",102.2,"20,777.6",102.2,"20,692.2",101.7,"20,645.4",101.5,"20,104.3",98.8,"20,476.6",100.7,"20,173.5",99.2,"20,173.5",99.2,"20,173.5",99.2,"20,134.8",99.0,"20,496.9",100.8,496.5,2.4,-0.2,3.7,0.8,0.0,-0.5,0.0,0.0,3.4,-2.3,-3.0,-3.5,1.5,0.0,0.0,1.4,3.0,1.0,0.1,1.9,0.0,0.0,-0.4,-0.2,-2.6,1.9,-1.5,0.0,0.0,-0.2,1.8
ABCB,Ameris Bancorp,NASDAQ,Finance,"1,682.5",20.8,69.5,"2,963.4",0.5,-29.8,-1.3,"1,070.2",2.4,7.2,3.8,BBB,"1,670.7",24.1,"1,646.4",23.7,"1,782.5",25.7,"1,849.9",26.6,"1,981.1",28.5,"1,981.1",28.5,"1,981.1",28.5,"2,057.5",29.6,"1,967.9",28.3,"1,826.3",26.3,"1,619.7",23.3,"1,669.3",24.0,"1,669.3",24.0,"1,669.3",24.0,"1,676.3",24.1,"1,772.8",25.5,"1,708.2",24.6,"1,720.0",24.8,"1,654.7",23.8,"1,654.7",23.8,"1,654.7",23.8,"1,688.1",24.3,"1,644.3",23.7,"1,578.4",22.7,"1,642.2",23.7,"1,477.7",21.3,"1,477.7",21.3,"1,477.7",21.3,"1,624.9",23.4,"1,638.1",23.6,153.1,2.2,-0.7,-1.5,8.3,3.8,7.1,0.0,0.0,3.9,-4.4,-7.2,-11.3,3.1,0.0,0.0,0.4,5.8,-3.6,0.7,-3.8,0.0,0.0,2.0,-2.6,-4.0,4.0,-10.0,0.0,0.0,10.0,0.8
ABG,"Asbury Automotive Group, Inc.",NYSE,Consumer Cyclicals,"1,394.3",16.7,19.3,"2,162.9",0.1,-2.6,6.3,"6,788.4",1.8,7.3,4.4,BBB,"1,403.3",72.8,"1,432.3",74.3,"1,521.8",78.9,"1,555.7",80.7,"1,572.1",81.5,"1,572.1",81.5,"1,572.1",81.5,"1,593.5",82.6,"1,572.5",81.5,"1,506.7",78.1,"1,426.1",73.9,"1,467.4",76.1,"1,467.4",76.1,"1,467.4",76.1,"1,505.6",78.1,"1,538.2",79.7,"1,503.3",77.9,"1,505.2",78.0,"1,446.4",75.0,"1,446.4",75.0,"1,446.4",75.0,"1,463.7",75.9,"1,477.8",76.6,"1,408.9",73.0,"1,434.4",74.4,"1,409.9",73.1,"1,409.9",73.1,"1,409.9",73.1,"1,513.3",78.5,"1,491.7",77.3,58.1,3.0,0.7,2.1,6.2,2.2,1.1,0.0,0.0,1.4,-1.3,-4.2,-5.4,2.9,0.0,0.0,2.6,2.2,-2.3,0.1,-3.9,0.0,0.0,1.2,1.0,-4.7,1.8,-1.7,0.0,0.0,7.3,-1.4
ABM,ABM Industries Incorporated,NYSE,Business Services,"2,047.6",-8.6,66.7,"2,504.5",-0.2,-13.2,12.6,"6,151.0",8.3,5.6,5.7,BBB,"2,147.5",32.2,"2,142.9",32.2,"2,221.5",33.3,"2,292.1",34.4,"2,434.7",36.5,"2,434.7",36.5,"2,434.7",36.5,"2,448.7",36.8,"2,369.4",35.6,"2,248.1",33.7,"2,096.2",31.5,"2,106.9",31.6,"2,106.9",31.6,"2,106.9",31.6,"2,160.8",32.4,"2,273.4",34.1,"2,167.5",32.5,"2,602.0",39.0,"2,552.6",38.3,"2,552.6",38.3,"2,552.6",38.3,"2,599.3",39.0,"2,534.0",38.0,"2,371.3",35.6,"2,382.0",35.7,"2,331.3",35.0,"2,331.3",35.0,"2,331.3",35.0,"2,432.6",36.5,"2,420.0",36.3,161.5,2.4,4.9,-0.2,3.7,3.2,6.2,0.0,0.0,0.6,-3.2,-5.1,-6.8,0.5,0.0,0.0,2.6,5.2,-4.7,20.0,-1.9,0.0,0.0,1.8,-2.5,-6.4,0.4,-2.1,0.0,0.0,4.3,-0.5
ABMD,"ABIOMED, Inc.",NASDAQ,Healthcare,"10,065.9",22.1,45.1,"7,703.0",0.1,-14.5,6.8,798.1,6.3,4.6,6.8,A,"10,166.6",226.1,"10,369.8",230.7,"10,701.6",238.0,"10,610.7",236.0,"11,230.7",249.8,"11,230.7",249.8,"11,230.7",249.8,"11,387.6",253.3,"11,042.3",245.6,"11,277.5",250.9,"10,591.9",235.6,"10,865.2",241.7,"10,865.2",241.7,"10,865.2",241.7,"11,074.3",246.3,"11,200.6",249.1,"11,451.9",254.7,"11,390.3",253.4,"11,558.0",257.1,"11,558.0",257.1,"11,558.0",257.1,"11,448.7",254.7,"11,355.2",252.6,"10,864.3",241.7,"10,868.4",241.8,"10,756.9",239.3,"10,756.9",239.3,"10,756.9",239.3,"10,799.6",240.2,"10,859.8",241.6,365.0,8.1,1.0,2.0,3.2,-0.8,5.8,0.0,0.0,1.4,-3.0,2.1,-6.1,2.6,0.0,0.0,1.9,1.1,2.2,-0.5,1.5,0.0,0.0,-0.9,-0.8,-4.3,0.0,-1.0,0.0,0.0,0.4,0.6
ABT,Abbott Laboratories,NYSE,Healthcare,"167,898.8",-5.2,"1,762.5","153,516.2",-0.1,26.5,-1.7,"31,444.0",10.0,5.0,4.1,BBB,"164,520.3",93.0,"163,830.5",92.6,"161,672.5",91.4,"156,100.6",88.3,"158,948.4",89.9,"158,948.4",89.9,"158,948.4",89.9,"163,724.3",92.6,"159,673.7",90.3,"163,016.8",92.2,"155,269.2",87.8,"157,462.6",89.0,"157,462.6",89.0,"157,462.6",89.0,"158,400.1",89.6,"158,736.2",89.7,"160,788.0",90.9,"159,691.4",90.3,"160,398.9",90.7,"160,398.9",90.7,"160,398.9",90.7,"159,797.5",90.3,"161,495.6",91.3,"154,420.2",87.3,"158,523.9",89.6,"156,914.3",88.7,"156,914.3",88.7,"156,914.3",88.7,"157,444.9",89.0,"161,725.5",91.4,"2,538.6",1.4,-2.0,-0.4,-1.3,-3.4,1.8,0.0,0.0,3.0,-2.5,2.1,-4.8,1.4,0.0,0.0,0.6,0.2,1.3,-0.7,0.4,0.0,0.0,-0.4,1.1,-4.4,2.7,-1.0,0.0,0.0,0.3,2.7
ABTX,"Allegiance Bancshares, Inc.",NASDAQ,Finance,522.5,22.6,20.5,782.5,0.6,-20.5,-0.1,245.3,1.2,6.8,3.7,BB,518.6,25.4,515.8,25.3,540.3,26.5,554.6,27.2,595.6,29.2,595.6,29.2,595.6,29.2,599.6,29.4,595.8,29.2,551.3,27.0,501.7,24.6,510.7,25.0,510.7,25.0,510.7,25.0,526.0,25.8,540.5,26.5,507.4,24.9,509.1,25.0,499.3,24.5,499.3,24.5,499.3,24.5,512.3,25.1,510.3,25.0,488.7,24.0,502.7,24.6,475.6,23.3,475.6,23.3,475.6,23.3,504.4,24.7,518.0,25.4,37.8,1.9,-0.7,-0.6,4.7,2.6,7.4,0.0,0.0,0.7,-0.6,-7.5,-9.0,1.8,0.0,0.0,3.0,2.8,-6.1,0.3,-1.9,0.0,0.0,2.6,-0.4,-4.2,2.9,-5.4,0.0,0.0,6.0,2.7
ACA,Arcosa Inc,NYSE,Industrials,"1,840.2",24.2,48.3,"2,155.8",0.5,13.2,11.8,"1,878.6",4.2,4.8,2.3,BBB,"1,820.4",37.8,"1,897.6",39.4,"2,006.5",41.6,"2,053.8",42.6,"2,170.9",45.0,"2,170.9",45.0,"2,170.9",45.0,"2,180.1",45.2,"2,102.5",43.6,"2,039.8",42.3,"1,893.2",39.3,"1,908.7",39.6,"1,908.7",39.6,"1,908.7",39.6,"1,981.0",41.1,"2,086.6",43.3,"1,999.3",41.5,"2,009.4",41.7,"1,968.4",40.8,"1,968.4",40.8,"1,968.4",40.8,"1,997.9",41.4,"2,024.9",42.0,"1,940.0",40.2,"1,943.9",40.3,"1,900.0",39.4,"1,900.0",39.4,"1,900.0",39.4,"2,006.1",41.6,"2,034.5",42.2,95.3,2.0,-1.1,4.2,5.7,2.4,5.7,0.0,0.0,0.4,-3.6,-3.0,-7.2,0.8,0.0,0.0,3.8,5.3,-4.2,0.5,-2.0,0.0,0.0,1.5,1.4,-4.2,0.2,-2.3,0.0,0.0,5.6,1.4
ACC,"American Campus Communities, Inc.",NYSE,Finance,"4,444.6",24.0,137.2,"6,462.1",0.5,-26.2,2.5,916.8,5.2,6.7,5.0,BBB,"4,692.3",34.1,"4,871.2",35.4,"5,186.3",37.7,"5,200.1",37.8,"5,395.5",39.2,"5,395.5",39.2,"5,395.5",39.2,"5,522.1",40.1,"5,457.4",39.7,"5,197.3",37.8,"4,872.6",35.4,"4,988.2",36.3,"4,988.2",36.3,"4,988.2",36.3,"4,952.4",36.0,"5,200.1",37.8,"5,066.6",36.8,"5,110.6",37.1,"5,040.5",36.6,"5,040.5",36.6,"5,040.5",36.6,"5,008.8",36.4,"5,003.3",36.4,"4,812.0",35.0,"4,871.2",35.4,"4,774.9",34.7,"4,774.9",34.7,"4,774.9",34.7,"4,741.8",34.5,"4,810.7",35.0,228.7,1.7,5.6,3.8,6.5,0.3,3.8,0.0,0.0,2.3,-1.2,-4.8,-6.2,2.4,0.0,0.0,-0.7,5.0,-2.6,0.9,-1.4,0.0,0.0,-0.6,-0.1,-3.8,1.2,-2.0,0.0,0.0,-0.7,1.5
ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,Healthcare,"2,544.6",-0.4,87.7,"2,942.3",0.0,-11.2,-12.7,"3,090.6",6.5,4.2,4.2,BBB,"2,560.7",28.8,"2,556.2",28.7,"2,531.3",28.5,"2,565.1",28.8,"2,678.9",30.1,"2,678.9",30.1,"2,678.9",30.1,"2,791.9",31.4,"2,607.8",29.3,"2,508.2",28.2,"2,295.6",25.8,"2,325.8",26.2,"2,325.8",26.2,"2,325.8",26.2,"2,429.0",27.3,"2,492.2",28.0,"2,409.5",27.1,"2,357.0",26.5,"2,353.4",26.5,"2,353.4",26.5,"2,353.4",26.5,"2,282.3",25.7,"2,300.9",25.9,"2,162.2",24.3,"2,219.1",25.0,"2,188.9",24.6,"2,188.9",24.6,"2,188.9",24.6,"2,216.4",24.9,"2,234.2",25.1,175.1,2.0,0.6,-0.2,-1.0,1.3,4.4,0.0,0.0,4.2,-6.6,-3.8,-8.5,1.3,0.0,0.0,4.4,2.6,-3.3,-2.2,-0.2,0.0,0.0,-3.0,0.8,-6.0,2.6,-1.4,0.0,0.0,1.3,0.8
